FID,CLASS,COMID,REACHCODE,GNIS_ID,GNIS_NAME
25204,7,948020275,1.80201E+13,257464,Briscoe Creek
25205,3,8064063,1.80201E+13,267540,South Yuba River
25206,3,948020221,1.80201E+13,0, 
25207,3,7952140,1.802E+13,263770,Montgomery Creek
25208,3,7925341,1.802E+13,0, 
25209,3,7994637,1.80201E+13,0, 
25210,3,7952000,1.802E+13,220202,Burney Creek
25211,3,7982980,1.80201E+13,0, 
25212,3,948020904,1.802E+13,266985,McCloud River
25213,3,7964935,1.802E+13,1654949,Sacramento River
25214,3,8063785,1.80201E+13,260248,Fordyce Creek
25215,3,14997213,1.80201E+13,263517,Middle Fork American River
25216,3,8068143,1.80201E+13,238295,Yuba River
25217,3,7992877,1.80201E+13,0, 
25218,2,14994469,1.80201E+13,267066,North Fork American River
25219,3,8026318,1.80201E+13,256269,Antelope Creek
25220,3,8039921,1.80201E+13,0, 
25221,3,7990741,1.80201E+13,266780,Grindstone Creek
25222,3,948020800,1.80201E+13,0, 
25223,3,14992497,1.80201E+13,0, 
25224,3,8038773,1.80201E+13,262656,Little Last Chance Creek
25225,3,7982842,1.80201E+13,0, 
25226,3,7994403,1.80201E+13,229721,North Fork Stony Creek
25227,3,8057871,1.80201E+13,1654944,Slate Creek
25228,7,12072984,1.80201E+13,267782,Stony Creek
25229,7,12072982,1.80201E+13,267782,Stony Creek
25230,2,2864303,1.80201E+13,1654949,Sacramento River
25231,3,7956696,1.802E+13,260032,Fall River
25232,3,7960919,1.802E+13,226745,Ladybug Creek
25233,3,2766026,1.80202E+13,229640,North Fork Battle Creek
25234,3,14991965,1.80201E+13,267066,North Fork American River
25235,6,8009053,1.80201E+13,234369,North Fork Cache Creek
25236,3,7994629,1.80201E+13,235057,South Fork Stony Creek
25237,6,2847383,1.80201E+13,234048,Howard Creek
25238,3,7991103,1.80201E+13,266095,Shepherd Creek
25239,4,2848515,1.80201E+13,0, 
25240,3,14997521,1.80201E+13,265647,Rubicon River
25241,4,7991735,1.80201E+13,0, 
25242,6,2800527,1.80202E+13,268849,Wells Creek
25243,3,14992471,1.80201E+13,223567,Five Lakes Creek
25244,6,948020927,1.80201E+13,0, 
25245,3,8058089,1.80201E+13,262561,Little Canyon Creek
25246,4,2844941,1.80201E+13,0, 
25247,3,7923717,1.802E+13,0, 
25248,3,8042039,1.80201E+13,0, 
25249,6,7991545,1.80201E+13,234613,Salt Creek
25250,4,7965677,1.802E+13,267205,Salt Creek
25251,3,7990489,1.80201E+13,0, 
25252,3,7994999,1.80201E+13,235057,South Fork Stony Creek
25253,3,8056777,1.80201E+13,220940,Cherokee Creek
25254,6,8005893,1.80201E+13,233407,Alley Creek
25255,3,8036953,1.80201E+13,266922,Little North Fork of Middle Fork Feather River
25256,2,8025238,1.80201E+13,266674,East Branch North Fork Feather River
25257,6,8005521,1.80201E+13,268908,West Fork Middle Creek
25258,3,8057677,1.80201E+13,259695,East Branch Slate Creek
25259,3,7965571,1.802E+13,1654949,Sacramento River
25260,3,8040059,1.80201E+13,0, 
25261,3,8039701,1.80201E+13,0, 
25262,6,8007689,1.80201E+13,234369,North Fork Cache Creek
25263,3,8064733,1.80201E+13,267540,South Yuba River
25264,3,8058109,1.80201E+13,259518,Downie River
25265,3,2774320,1.80201E+13,0, 
25266,3,8060811,1.80201E+13,238295,Yuba River
25267,3,14982814,1.80201E+13,256161,Alder Creek
25268,3,2773682,1.80201E+13,0, 
25269,3,7952226,1.802E+13,0, 
25270,3,14992129,1.80201E+13,267066,North Fork American River
25271,3,15022713,1.80201E+13,0, 
25272,3,8058523,1.80201E+13,265168,Ramshorn Creek
25273,6,8005939,1.80201E+13,267423,South Fork Bartlett Creek
25274,3,948020795,1.80202E+13,234966,South Fork Battle Creek
25275,3,8025146,1.80201E+13,0, 
25276,3,7948964,1.802E+13,0, 
25277,3,8039737,1.80201E+13,0, 
25278,3,8058345,1.80201E+13,261179,Haypress Creek
25279,3,2773054,1.80201E+13,269340,Yellow Creek
25280,4,7960839,1.802E+13,257799,Cabin Creek
25281,2,2845799,1.80201E+13,1654949,Sacramento River
25282,3,14983432,1.80201E+13,267248,Silver Fork American River
25283,3,8040257,1.80201E+13,0, 
25284,3,2774234,1.80201E+13,0, 
25285,4,2782743,1.80202E+13,0, 
25286,5,2858243,1.80201E+13,1654949,Sacramento River
25287,3,8039537,1.80201E+13,263528,Middle Fork Feather River
25288,2,8037249,1.80201E+13,263528,Middle Fork Feather River
25289,4,15022679,1.80201E+13,218341,Arcade Creek
25290,3,2773566,1.80201E+13,264163,North Fork Feather River
25291,2,8062551,1.80201E+13,238295,Yuba River
25292,4,2847763,1.80201E+13,0, 
25293,3,8026442,1.80201E+13,269267,Wolf Creek
25294,2,2864305,1.80201E+13,1654949,Sacramento River
25295,4,7950876,1.802E+13,266644,Didallas Creek
25296,3,2772820,1.80201E+13,227728,Louse Creek
25297,3,7990739,1.80201E+13,0, 
25298,3,8039091,1.80201E+13,257670,Bull Run Creek
25299,3,8039041,1.80201E+13,260362,Freeman Creek
25300,3,14982244,1.80201E+13,0, 
25301,4,7951986,1.802E+13,262702,Little Roaring Creek
25302,3,948020996,1.80201E+13,256938,Big Grizzly Creek
25303,3,948020150,1.80201E+13,0, 
25304,3,14992977,1.80201E+13,263517,Middle Fork American River
25305,3,8028192,1.80201E+13,228696,Mill Creek
25306,3,2772792,1.80201E+13,264163,North Fork Feather River
25307,3,14982200,1.80201E+13,1654958,South Fork American River
25308,3,2775428,1.80201E+13,231717,Rock Creek
25309,3,14992821,1.80201E+13,267066,North Fork American River
25310,6,8007717,1.80201E+13,267193,Rodman Slough
25311,3,8041845,1.80201E+13,0, 
25312,6,2800231,1.80202E+13,233805,Duncan Creek
25313,4,2848855,1.80201E+13,221602,Cortina Creek
25314,3,8036947,1.80201E+13,263528,Middle Fork Feather River
25315,3,2766112,1.80202E+13,0, 
25316,6,2843803,1.80201E+13,0, 
25317,6,7991561,1.80201E+13,234613,Salt Creek
25318,4,7993031,1.80201E+13,0, 
25319,2,14996635,1.80201E+13,267066,North Fork American River
25320,3,8040707,1.80201E+13,254609,Berry Creek
25321,3,7952068,1.802E+13,262628,Little Hatchet Creek
25322,3,8036945,1.80201E+13,1666528,Toland Creek
25323,6,8006345,1.80201E+13,269265,Wolf Creek
25324,3,8064143,1.80201E+13,267540,South Yuba River
25325,6,8007785,1.80201E+13,0, 
25326,3,8042013,1.80201E+13,0, 
25327,3,8038763,1.80201E+13,265163,Ramelli Creek
25328,2,8047787,1.80201E+13,0, 
25329,3,8038923,1.80201E+13,267595,Spring Creek
25330,4,2843617,1.80201E+13,0, 
25331,4,7965111,1.802E+13,0, 
25332,6,7984175,1.80202E+13,0, 
25333,1,8063609,1.80201E+13,229628,North Creek
25334,4,2848165,1.80201E+13,225573,Hopkins Slough
25335,3,948021006,1.80201E+13,0, 
25336,7,12072960,1.80201E+13,0, 
25337,3,8041955,1.80201E+13,262656,Little Last Chance Creek
25338,3,8026666,1.80201E+13,230563,Peters Creek
25339,3,948020974,1.80201E+13,269267,Wolf Creek
25340,3,8063485,1.80201E+13,263552,Middle Yuba River
25341,4,7993099,1.80201E+13,0, 
25342,3,8027096,1.80201E+13,267638,Squaw Queen Creek
25343,4,15024791,1.80201E+13,0, 
25344,7,8005671,1.80201E+13,269072,Wild Bill Creek
25345,3,7966149,1.802E+13,1654949,Sacramento River
25346,3,8040335,1.80201E+13,1666487,Big Boulder Creek
25347,3,2775660,1.80201E+13,266699,Fall Creek
25348,7,8007853,1.80201E+13,269265,Wolf Creek
25349,3,8038167,1.80201E+13,262936,Lost Creek
25350,3,2772968,1.80201E+13,264163,North Fork Feather River
25351,3,948021250,1.802E+13,268434,Trout Creek
25352,6,7952104,1.802E+13,261404,Hogback Creek
25353,3,8025266,1.80201E+13,228696,Mill Creek
25354,4,7950868,1.802E+13,267621,Squaw Creek
25355,3,7991721,1.80201E+13,267457,South Fork Elk Creek
25356,3,7927695,1.802E+13,0, 
25357,3,8041995,1.80201E+13,262656,Little Last Chance Creek
25358,3,7928539,1.802E+13,0, 
