FID,CLASS,COMID,REACHCODE,GNIS_ID,GNIS_NAME
43155,7,8309068,18010103000892, , 
43156,6,8267725,18010110000225,267200,Russian River
43157,4,2545531,18010107000401,236907,Upper North Fork Mattole River
43158,4,8317047,18010102000029,253725,Elk River
43159,4,8281189,18010109000119, , 
43160,4,8272347,18010110000483, , 
43161,4,2706723,18010105001224, , 
43162,6,2664897,18010108000983,224748,Gut Creek
43163,6,8317003,18010102000049,233910,Freshwater Creek
43164,4,2664439,18010108000180,1662310,North Branch North Fork Navarro River
43165,3,8297687,18010104000123,257104,Black Butte River
43166,4,2662157,18010108000590,227319,Little North Fork Ten Mile River
43167,6,8268439,18010110000421,228690,Mill Creek
43168,4,8303578,18010103000278,227621,Long Valley Creek
43169,3,8320163,18010102000206,217920,Mad River
43170,4,2666141,18010108000025,224039,Garcia River
43171,4,2706733,18010105000060,251974,Eel River
43172,6,8272677,18010110000057,267200,Russian River
43173,4,2666153,18010108000026,224039,Garcia River
43174,4,2709537,18010105001277, , 
43175,7,8272301,18010110001112, , 
43176,4,8315631,18010102000309,265348,Redwood Creek
43177,6,8294785,18010104000206,221322,Cold Creek
43178,4,2703057,18010105000438,244675,Lawrence Creek
43179,4,2706835,18010105000066,251974,Eel River
43180,4,2663895,18010108000709,224932,Hare Creek
43181,7,8310006,18010103001239, , 
43182,3,8308862,18010103000931,267179,Rice Creek
43183,4,8280995,18010109000327,237594,Wheatfield Fork Gualala River
43184,6,2666303,18010108000032,224039,Garcia River
43185,4,2706623,18010105000191,255113,North Fork Eel River
43186,4,8315707,18010102000484,229694,North Fork Maple Creek
43187,6,8272589,18010110000105,267200,Russian River
43188,4,8285462,18010106000194,253918,South Fork Eel River
43189,4,8280913,18010109000100,237594,Wheatfield Fork Gualala River
43190,6,2664921,18010108000159,225867,Indian Creek
43191,4,2707129,18010105000581,265304,Red Mountain Creek
43192,4,2706231,18010105001843,251974,Eel River
43193,4,8318217,18010102000098,217920,Mad River
43194,4,8309132,18010103000122,267180,Rice Fork
43195,6,2665979,18010108000143,234534,Rancheria Creek
43196,4,8315545,18010102000554,225496,Home Creek
43197,6,2703141,18010105000430,244675,Lawrence Creek
43198,4,2710667,18010105000097,251974,Eel River
43199,4,8281039,18010109000345,225688,House Creek
43200,7,2664845,18010108001121, , 
43201,4,2664077,18010108000812,236728,Two Log Creek
43202,4,2543875,18010107000196,224749,Guthrie Creek
43203,4,8272449,18010110000461,230951,Porter Creek
43204,4,2544463,18010107000074,228238,Mattole River
43205,3,8292849,18010104000174,254586,Balm of Gilead Creek
43206,4,8316115,18010102000392,219823,Bridge Creek
43207,3,8308932,18010103000914, , 
43208,6,8267753,18010110000223,267200,Russian River
43209,7,8310050,18010103001261, , 
43210,6,2705849,18010105000237,226868,Larabee Creek
43211,6,8303616,18010103000056,251974,Eel River
43212,6,2666185,18010108000028,224039,Garcia River
43213,3,2705495,18010105001855, , 
43214,3,8295335,18010104000055,255130,Thatcher Creek
43215,4,8287320,18010106000607,233894,Foster Creek
43216,4,8286744,18010106000067,253918,South Fork Eel River
43217,3,8297175,18010104000624,267273,Smokehouse Creek
43218,3,8308058,18010103000191,251974,Eel River
43219,7,8308644,18010103000982,264441,Packsaddle Creek
43220,6,8294907,18010104000202,228693,Mill Creek
43221,7,8270753,18010110001073, , 
43222,4,8286724,18010106000654, , 
43223,3,8318779,18010102000210,264732,Pilot Creek
43224,4,8315617,18010102000305,265348,Redwood Creek
43225,3,8309222,18010103000129,267180,Rice Fork
43226,6,8271821,18010110000480,236738,Tyler Creek
43227,7,8307564,18010103001230,251974,Eel River
43228,4,8303518,18010103000015,234420,Outlet Creek
43229,4,8286988,18010106000462,226333,Jones Creek
43230,3,948010053,18010103018941, , 
43231,6,8318021,18010102000818,256467,Bald Mountain Creek
43232,4,2546395,18010107000136,228238,Mattole River
43233,6,8306720,18010103000063,251974,Eel River
43234,6,8303376,18010103000003,251974,Eel River
43235,4,8287350,18010106000246,231259,Rattlesnake Creek
43236,3,8297763,18010104000388,227634,Lookout Creek
43237,4,2709615,18010105000611,232940,Shell Rock Creek
43238,6,8270375,18010110000272,223432,Feliz Creek
43239,6,8276491,18010110006122,222623,Dry Creek
43240,3,8308422,18010103000177,251974,Eel River
43241,6,2664641,18010108001045,234936,South Branch North Fork Navarro River
43242,4,8285542,18010106000415, , 
43243,7,8272065,18010110001101, , 
43244,4,2708675,18010105000040,251974,Eel River
43245,4,2705593,18010105000296,268665,Van Duzen River
43246,4,8318213,18010102000613,261330,High Prairie Creek
43247,3,2705771,18010105000860, , 
43248,6,8273677,18010110000056,267200,Russian River
43249,3,8308158,18010103001064,232278,Salmon Creek
43250,4,8303366,18010103000355,222141,Dean Creek
43251,4,8270883,18010110000582,222846,East Austin Creek
43252,4,2544353,18010107000144,229695,North Fork Mattole River
43253,7,2709365,18010105001361,225604,Horse Creek
43254,3,8295173,18010104000248,225076,Hayshed Creek
43255,3,8309116,18010103000877, , 
43256,7,8309174,18010103000825,265486,Rock Creek
43257,4,2664175,18010108000734, , 
43258,4,8285550,18010106000436, , 
43259,5,4438382,18010209001346,266887,Klamath River
43260,4,2706287,18010105000043,251974,Eel River
43261,6,2664485,18010108000398,222554,Daugherty Creek
43262,4,8318603,18010102000128,217920,Mad River
43263,4,8287472,18010106000120,253918,South Fork Eel River
43264,4,2709613,18010105000116,251974,Eel River
43265,4,2709637,18010105000119,251974,Eel River
43266,4,2714295,18010105000286,268665,Van Duzen River
43267,3,8295033,18010104000091,257104,Black Butte River
43268,4,2706589,18010105000058,251974,Eel River
43269,3,8321245,18010102000200,217920,Mad River
43270,4,8285398,18010106000176,233816,East Branch South Fork Eel River
43271,4,2708673,18010105000039,251974,Eel River
43272,7,8268335,18010110000792, , 
43273,6,8267963,18010110000432,228670,Mill Creek
43274,4,8315565,18010102000376,231024,Prairie Creek
43275,6,2664751,18010108000994,229684,North Fork Indian Creek
43276,4,2664029,18010108000256,229644,North Fork Big River
43277,4,2702597,18010105001802,251974,Eel River
43278,4,2546347,18010107000167,219525,Blue Slide Creek
43279,6,8284780,18010106000693,221693,Cow Creek
43280,6,8309012,18010103000565, , 
43281,4,8276477,18010110006129, , 
43282,6,8268283,18010110000176,267200,Russian River
43283,4,8270513,18010110001059, , 
43284,4,2709065,18010105000148,255113,North Fork Eel River
43285,4,8315607,18010102000303,265348,Redwood Creek
43286,4,2707017,18010105000575,230769,Pipe Creek
43287,4,2706259,18010105000040,251974,Eel River
43288,6,8303764,18010103000063,251974,Eel River
43289,7,8268537,18010110000253,255040,Robinson Creek
43290,4,2662333,18010108000386,220504,Campbell Creek
43291,4,2707227,18010105000510,220899,Chamise Creek
43292,4,2704763,18010105000019,251974,Eel River
43293,4,2709565,18010105000112,251974,Eel River
43294,4,2708697,18010105001623, , 
43295,6,8295185,18010104000247,225076,Hayshed Creek
43296,4,2702519,18010105001787, , 
43297,4,8318097,18010102000352,265348,Redwood Creek
43298,4,8271019,18010110000342,218466,Austin Creek
43299,4,2544575,18010107000106,228238,Mattole River
43300,3,8308870,18010103000929,267179,Rice Creek
43301,4,2545667,18010107000136,228238,Mattole River
43302,4,8318249,18010102000462,263173,Maple Creek
43303,6,8271857,18010110000470,235310,Squaw Creek
43304,4,8286676,18010106000021,253918,South Fork Eel River
43305,4,2664923,18010108000088,223109,Elk Creek
43306,6,2665953,18010108000921,218905,Bear Wallow Creek
43307,6,8272215,18010110001107, , 
43308,3,8308536,18010103000166,251974,Eel River
43309,4,8306810,18010103000305,268227,Thomas Creek
43310,4,2662213,18010108000556,217934,Abalobadiah Creek
43311,3,8295297,18010104000017,263526,Middle Fork Eel River
43312,6,8268379,18010110000964,230115,Orrs Creek
43313,4,8308300,18010103001134,232278,Salmon Creek
43314,6,2705383,18010105000945,253933,Stevens Creek
43315,4,2662143,18010108000345,254986,North Fork Ten Mile River
43316,4,2666371,18010108001198, , 
43317,4,8288628,18010106000099,225456,Hollow Tree Creek
43318,3,8320169,18010102000206,217920,Mad River
43319,6,8271973,18010110000686,221835,Crocker Creek
43320,4,8287110,18010106000189,233816,East Branch South Fork Eel River
43321,4,8319335,18010102000618,262291,Lake Prairie Creek
43322,4,2708853,18010105000036,251974,Eel River
43323,7,8308650,18010103000105,267180,Rice Fork
43324,4,2709061,18010105000147,255113,North Fork Eel River
43325,4,2708571,18010105000584,265304,Red Mountain Creek
43326,4,2708467,18010105001841,251974,Eel River
43327,4,2708793,18010105000071,251974,Eel River
43328,4,2708569,18010105001445,262698,Little Red Mountain Creek
43329,3,8294677,18010104000320,269120,Williams Creek
43330,4,8271963,18010110000416, , 
43331,7,8268187,18010110000803, , 
43332,6,8294801,18010104000717,263974,Murphy Creek
43333,3,8297361,18010104000091,257104,Black Butte River
43334,7,8268113,18010110000932, , 
43335,4,2702103,18010105001748,235606,Strongs Creek
43336,4,8285520,18010106000198,253918,South Fork Eel River
43337,6,2663813,18010108000445,229808,Noyo River
43338,6,8268043,18010110000229,223693,Forsythe Creek
43339,4,8303716,18010103000264,260471,Garcia Creek
43340,6,2703133,18010105001022,234682,Shaw Creek
43341,3,8320141,18010102000203,217920,Mad River
43342,3,8305332,18010103000721,237421,Wesley Ives Creek
43343,4,8318125,18010102000091,217920,Mad River
43344,6,2663815,18010108000448,229808,Noyo River
43345,4,8271485,18010110000348,218466,Austin Creek
43346,4,2708825,18010105000029,251974,Eel River
43347,4,2544525,18010107000082,228238,Mattole River
43348,4,2664411,18010108001074,226280,John Smith Creek
43349,4,8287590,18010106000221,223070,Elder Creek
43350,7,8309048,18010103000115,267180,Rice Fork
43351,4,8317985,18010102000822,230678,Pine Creek
43352,3,8297449,18010104000554,264838,Plaskett Creek
43353,4,2544443,18010107000080,228238,Mattole River
43354,7,8268047,18010110000927, , 
43355,4,2709769,18010105000480,220181,Burger Creek
43356,3,8295217,18010104000010,263526,Middle Fork Eel River
43357,6,2702317,18010105001665,231050,Price Creek
43358,4,2669517,18010108000948,233415,Anderson Creek
43359,4,2707145,18010105000508,220899,Chamise Creek
43360,4,2705447,18010105000362,268665,Van Duzen River
43361,4,2661987,18010108000501,236939,Usal Creek
43362,4,8315915,18010102000309,265348,Redwood Creek
43363,4,2666343,18010108000038,224039,Garcia River
43364,6,2705661,18010105000747,225371,Hoagland Creek
43365,4,2708805,18010105000085,251974,Eel River
43366,6,2706355,18010105001616,221364,Coleman Creek
43367,3,8297769,18010104000391, , 
43368,4,8285392,18010106000174,233816,East Branch South Fork Eel River
43369,4,8273263,18010110000017,224576,Green Valley Creek
43370,4,2708699,18010105000044,251974,Eel River
43371,4,8287506,18010106000147,236107,Tenmile Creek
43372,3,8305496,18010103000192,251974,Eel River
43373,4,2544139,18010107000043,218873,Bear River
43374,6,8295397,18010104000034,259846,Elk Creek
43375,7,2706725,18010105001215, , 
43376,4,2708665,18010105001843,251974,Eel River
43377,3,8305294,18010103000222,251974,Eel River
43378,4,2544453,18010107000417,229946,Oil Creek
43379,6,8307212,18010103000550,233564,Bucknell Creek
43380,3,8310060,18010103001264,251974,Eel River
43381,6,2664745,18010108000100,233960,Greenwood Creek
43382,4,2662235,18010108000332,228604,Middle Fork Ten Mile River
43383,4,2702703,18010105001833, , 
43384,6,8280671,18010109000075,229679,North Fork Gualala River
43385,4,8287552,18010106000153,236107,Tenmile Creek
43386,3,8297279,18010104000234,260223,Fly Creek
43387,6,8294771,18010104000295,266134,Short Creek
43388,4,2544407,18010107000276, , 
43389,4,8316275,18010102000328,265348,Redwood Creek
43390,6,2702253,18010105000269,268665,Van Duzen River
43391,4,2664293,18010108000192,218079,Albion River
43392,4,2708535,18010105001168,261260,Hembrey Creek
43393,4,2662167,18010108000578,254986,North Fork Ten Mile River
43394,4,8315665,18010102000290,228058,Maple Creek
43395,4,2544419,18010107000438,221457,Conklin Creek
43396,4,8295301,18010104000281,265767,Salt Creek
43397,4,2704767,18010105000019,251974,Eel River
43398,6,2664573,18010108000120,229433,Navarro River
43399,4,2702603,18010105001681, , 
43400,3,8295331,18010104000058,255130,Thatcher Creek
43401,7,8294909,18010104000764, , 
43402,4,2709491,18010105000109,251974,Eel River
43403,3,2706033,18010105000341,266930,Little Van Duzen River
43404,4,2666825,18010108000426,229638,North Fork Alder Creek
43405,4,2706951,18010105000203,226452,Kekawaka Creek
43406,4,8295523,18010104000286,232532,Sanhedrin Creek
43407,6,2665549,18010108000259,229644,North Fork Big River
43408,6,8268171,18010110000376,221320,Cold Creek
43409,4,2705577,18010105000294,268665,Van Duzen River
43410,3,8297629,18010104000305,267547,Spanish Creek
43411,3,8318379,18010102000628,267307,Snow Camp Creek
43412,4,2706661,18010105000226,267415,South Dobbyn Creek
43413,4,2706223,18010105000837, , 
43414,4,8316305,18010102000270,227344,Little River
43415,3,2705467,18010105000558,263588,Mill Creek
43416,4,2708621,18010105000028,251974,Eel River
43417,6,8268213,18010110000201,267200,Russian River
43418,4,2544495,18010107000415,229946,Oil Creek
43419,7,8268259,18010110000945, , 
43420,4,2664139,18010108000221,219234,Big River
43421,4,8280613,18010109000080,229679,North Fork Gualala River
43422,4,8286720,18010106000059,253918,South Fork Eel River
43423,3,8320065,18010102000192,217920,Mad River
43424,6,8270619,18010110001142, , 
43425,3,8297693,18010104000125,263500,Middle Creek
43426,4,2709705,18010105000664,238139,Woodman Creek
43427,4,2545573,18010107000613,228238,Mattole River
43428,4,2705477,18010105000292,268665,Van Duzen River
43429,6,2705945,18010105000241,226868,Larabee Creek
43430,3,8294671,18010104000609,256645,Bear Creek
43431,4,8319941,18010102000166,217920,Mad River
43432,4,8316379,18010102000334,265348,Redwood Creek
43433,4,2703233,18010105000410,234381,North Fork Yager Creek
43434,6,2665623,18010108000128,229433,Navarro River
43435,4,2702613,18010105001796,251974,Eel River
43436,3,8305320,18010103000709, , 
43437,4,2709641,18010105000520,220951,Cherry Creek
43438,6,8303590,18010103000055,251974,Eel River
43439,4,8281005,18010109000332,238086,Wolf Creek
43440,4,8286732,18010106000781,253918,South Fork Eel River
43441,4,8271025,18010110000610,230900,Pole Mountain Creek
43442,3,8306430,18010103000209,258714,Corbin Creek
43443,4,8318675,18010102000143,217920,Mad River
43444,4,8287122,18010106000427,221880,Cruso Cabin Creek
43445,6,8268007,18010110000210,267200,Russian River
43446,4,8315599,18010102000371,231024,Prairie Creek
43447,4,2709499,18010105000104,219519,Blue Rock Creek
43448,4,2709359,18010105000136,255113,North Fork Eel River
43449,6,8268469,18010110000769,228690,Mill Creek
43450,4,8286746,18010106000067,253918,South Fork Eel River
43451,4,8307014,18010103000072,268345,Tomki Creek
43452,3,8308190,18010103000239,258532,Cold Creek
43453,3,8309286,18010103000136,267180,Rice Fork
43454,3,8295137,18010104000068,263526,Middle Fork Eel River
43455,6,8276449,18010110006110,222623,Dry Creek
43456,6,2705515,18010105000593,231869,Root Creek
43457,4,2663911,18010108000289,235032,South Fork Noyo River
43458,4,2666333,18010108000051,230336,Pardaloe Creek
43459,4,2664831,18010108000084,223109,Elk Creek
43460,6,8271937,18010110000138,254619,Big Sulphur Creek
43461,3,8320151,18010102001219, , 
43462,4,8294969,18010104000775,236481,Town Creek
43463,6,2664841,18010108000103,233960,Greenwood Creek
43464,4,8272315,18010110000069,227883,Maacama Creek
43465,6,2664727,18010108000423,228689,Mill Creek
43466,7,8268569,18010110000251,255040,Robinson Creek
43467,4,2662209,18010108000330,255123,Ten Mile River
43468,4,8315657,18010102000752,230780,Pitcher Creek
43469,4,2706653,18010105001167,261260,Hembrey Creek
43470,4,8287038,18010106000077,234067,Indian Creek
43471,3,8295313,18010104000054,255130,Thatcher Creek
43472,4,8287496,18010106000149,236107,Tenmile Creek
43473,4,2665573,18010108000840,234962,South Fork Albion River
43474,6,2543877,18010107000202,229947,Oil Creek
43475,4,8280923,18010109000291,237594,Wheatfield Fork Gualala River
43476,4,2665007,18010108000091,223109,Elk Creek
43477,4,2706881,18010105000180,255113,North Fork Eel River
43478,3,8308276,18010103000180,251974,Eel River
43479,4,8281839,18010109000398, , 
43480,4,8272945,18010110000004,267200,Russian River
43481,7,8309188,18010103000827,265486,Rock Creek
43482,4,8287470,18010106000494,231426,Redwood Creek
43483,4,8272389,18010110000336,228686,Mill Creek
43484,4,2702019,18010105001681, , 
43485,3,8297419,18010104000101,257104,Black Butte River
43486,4,8318389,18010102000050,233910,Freshwater Creek
43487,4,2665947,18010108000425,229638,North Fork Alder Creek
43488,4,8318397,18010102001032,217920,Mad River
43489,6,8268577,18010110000247,255040,Robinson Creek
43490,4,8316377,18010102000333,265348,Redwood Creek
43491,4,2707149,18010105000580,265304,Red Mountain Creek
43492,4,8284778,18010106000007, , 
43493,3,8292799,18010104000184,263526,Middle Fork Eel River
43494,4,2665663,18010108000188,218079,Albion River
43495,4,8286784,18010106000740,253918,South Fork Eel River
43496,4,8270429,18010110001042, , 
43497,3,163840046,18010103003019, , 
43498,6,8294765,18010104000296,266134,Short Creek
43499,4,8318483,18010102000118,217920,Mad River
43500,6,8272241,18010110000086,267200,Russian River
43501,3,8305468,18010103001104,267275,Smokehouse Creek
43502,3,8308542,18010103000165,251974,Eel River
43503,4,2665961,18010108000948,233415,Anderson Creek
43504,4,8303486,18010103000368,220947,Cherry Creek
43505,4,2662241,18010108000329,255123,Ten Mile River
43506,4,8272507,18010110000459,230951,Porter Creek
43507,4,8316255,18010102000580,230304,Panther Creek
43508,6,2702259,18010105000273,268665,Van Duzen River
43509,3,8292863,18010104000171,254586,Balm of Gilead Creek
43510,4,2709539,18010105001279, , 
43511,4,2544465,18010107000432,228369,McGinnis Creek
43512,4,2704735,18010105000018,251974,Eel River
43513,4,2661935,18010108000510,236939,Usal Creek
43514,4,8285062,18010106000050,253918,South Fork Eel River
43515,4,8281719,18010109000087,228139,Marshall Creek
43516,4,8287372,18010106000098,225456,Hollow Tree Creek
43517,3,8296455,18010104000070,263526,Middle Fork Eel River
43518,4,2544175,18010107000182, , 
43519,3,8294579,18010104000164,263526,Middle Fork Eel River
43520,6,8272103,18010110000294,222623,Dry Creek
43521,4,2702699,18010105000003,251974,Eel River
43522,4,2706791,18010105000635,253930,Steelhead Creek
43523,4,2703303,18010105000442,218541,Baker Creek
43524,4,8284848,18010106000020,253918,South Fork Eel River
43525,4,8321265,18010102002975,217920,Mad River
43526,4,8318289,18010102000103,217920,Mad River
43527,4,2705421,18010105000361,268665,Van Duzen River
43528,6,8272165,18010110000080,228350,McDonnell Creek
43529,4,3879974,18010109002327,221373,Coleman Valley Creek
43530,4,2710643,18010105000127,251974,Eel River
43531,6,8271443,18010110000144,267200,Russian River
43532,4,2663667,18010108000308,231080,Pudding Creek
43533,4,2706963,18010105000544,261942,Jewett Creek
43534,6,8268383,18010110000965,230115,Orrs Creek
43535,6,2710605,18010105000157,271685,Hulls Creek
43536,3,8318569,18010102000397, , 
43537,4,2664357,18010108000843,234962,South Fork Albion River
43538,4,8285060,18010106000330, , 
43539,4,2666179,18010108000431,229677,North Fork Garcia River
43540,4,2545505,18010107000290,225870,Indian Creek
43541,6,2664133,18010108000223,219234,Big River
43542,7,8268449,18010110000774,254984,North Fork Mill Creek
43543,6,8268691,18010110000444,230381,Parsons Creek
43544,4,8318801,18010102000890, , 
43545,7,8268501,18010110000997, , 
43546,4,8284904,18010106000030,253918,South Fork Eel River
43547,3,8318543,18010102001011,259714,East Fork Bug Creek
43548,4,2666207,18010108001305,218966,Beebe Creek
43549,3,2709281,18010105001767,271685,Hulls Creek
43550,4,8286788,18010106000050,253918,South Fork Eel River
43551,3,8297607,18010104000298,266236,Skidmore Creek
43552,6,8306746,18010103000490,265762,Salt Creek
43553,6,8303440,18010103000010,251974,Eel River
43554,6,8268645,18010110000439,229081,Morrison Creek
43555,4,8280833,18010109000035,235010,South Fork Gualala River
43556,4,8317059,18010102000498,255115,North Fork Elk River
43557,4,2666089,18010108001233, , 
43558,4,8316257,18010102000581,230304,Panther Creek
43559,3,8297733,18010104000398, , 
43560,6,8303456,18010103000047,251974,Eel River
43561,3,8309122,18010103000878, , 
43562,4,8287330,18010106000243,231259,Rattlesnake Creek
43563,4,2544787,18010107000499,233029,Shipman Creek
43564,4,8287572,18010106000559, , 
43565,3,8292797,18010104000185,263526,Middle Fork Eel River
43566,6,8267905,18010110000214,267200,Russian River
43567,3,8297371,18010104000569,257279,Blue Slide Creek
43568,4,8319929,18010102001252,217920,Mad River
43569,4,2704077,18010105000566,228989,Monument Creek
43570,4,8317001,18010102000450,227260,Little Freshwater Creek
43571,4,8284990,18010106000316, , 
43572,4,8286730,18010106000781,253918,South Fork Eel River
43573,4,2544377,18010107000150,233815,East Branch North Fork Mattole River
43574,6,2664605,18010108001037,234936,South Branch North Fork Navarro River
43575,4,8272105,18010110000433,228731,Miller Creek
43576,4,8317133,18010102001261,232283,Salmon Creek
43577,4,8317857,18010102000475,263692,Minor Creek
43578,4,8285198,18010106000216,222142,Dean Creek
43579,6,2706353,18010105001617,221364,Coleman Creek
43580,3,8297409,18010104000099,257104,Black Butte River
43581,3,8294137,18010104000174,254586,Balm of Gilead Creek
43582,4,8280629,18010109000192, , 
43583,4,8287084,18010106000079,234067,Indian Creek
43584,6,2702075,18010105001040,219444,Blanton Creek
43585,4,2708781,18010105000065,251974,Eel River
43586,4,2708633,18010105001840,251974,Eel River
43587,4,8303624,18010103000023,234420,Outlet Creek
43588,3,8297691,18010104000124,257104,Black Butte River
43589,4,2705673,18010105001067,233036,Shively Creek
43590,4,8281027,18010109000340,237594,Wheatfield Fork Gualala River
43591,4,2703213,18010105000423, , 
43592,6,8272095,18010110000295,222623,Dry Creek
43593,4,8284902,18010106000028,253918,South Fork Eel River
43594,4,8286648,18010106000062,253918,South Fork Eel River
43595,7,2703127,18010105001011,233967,Grouse Creek
43596,4,8281107,18010109000370,230514,Pepperwood Creek
43597,3,8292853,18010104000173,254586,Balm of Gilead Creek
43598,4,8303680,18010103000024,234420,Outlet Creek
43599,7,8268139,18010110000938, , 
43600,4,2709653,18010105000122,251974,Eel River
43601,4,8303446,18010103000011,234420,Outlet Creek
43602,6,2702131,18010105000403,238220,Yager Creek
43603,4,8287574,18010106000126,253918,South Fork Eel River
43604,6,2702217,18010105000399,238220,Yager Creek
43605,3,2706401,18010105000850,219216,Big Meadow Creek
43606,4,2669515,18010108000426,229638,North Fork Alder Creek
43607,7,8308834,18010103000108,267180,Rice Fork
43608,6,8272499,18010110000055,228118,Mark West Creek
43609,4,2706209,18010105000037,251974,Eel River
43610,7,8269133,18010110006089, , 
43611,4,2706415,18010105000046,251974,Eel River
43612,4,2708733,18010105001844,251974,Eel River
43613,4,2546355,18010107000596,228238,Mattole River
43614,6,8268099,18010110000816,263475,Mewhinney Creek
43615,4,2706875,18010105000589,265492,Rock Creek
43616,6,8281679,18010109000054,220029,Buckeye Creek
43617,6,8270463,18010110000729, , 
43618,4,8272765,18010110000339,218466,Austin Creek
43619,4,2705579,18010105000300,268665,Van Duzen River
43620,6,2664699,18010108000124,229433,Navarro River
43621,3,8318677,18010102000218,264732,Pilot Creek
43622,7,8309186,18010103000827,265486,Rock Creek
43623,4,8318337,18010102000363,265348,Redwood Creek
43624,4,8287060,18010106000083,253918,South Fork Eel River
43625,7,8308532,18010103000099,251974,Eel River
43626,6,2666075,18010108000147,234534,Rancheria Creek
43627,4,8285420,18010106000177,233816,East Branch South Fork Eel River
43628,4,2714301,18010105000153,271685,Hulls Creek
43629,6,2706541,18010105000474,219865,Brock Creek
43630,6,2664809,18010108000082,223109,Elk Creek
43631,6,8270473,18010110000733,228354,McDowell Valley
43632,7,8296439,18010104000771,236481,Town Creek
43633,6,2705841,18010105001133,233320,Smith Creek
43634,7,8268323,18010110000958, , 
43635,4,2662171,18010108000352,254986,North Fork Ten Mile River
43636,4,2706755,18010105000634,253930,Steelhead Creek
43637,4,8320075,18010102000912,233319,Smith Creek
43638,4,8288648,18010106000124,253918,South Fork Eel River
43639,6,8270409,18010110000264,223432,Feliz Creek
43640,4,2706393,18010105000395,268665,Van Duzen River
43641,6,2666399,18010108001313,234534,Rancheria Creek
43642,3,8310002,18010103001237,251974,Eel River
43643,3,2705507,18010105000871, , 
43644,4,2546397,18010107000337,219183,Big Finley Creek
43645,7,2705385,18010105000934, , 
43646,4,8318351,18010102000106,217920,Mad River
43647,3,8305328,18010103000220,251974,Eel River
43648,4,8318521,18010102000122,217920,Mad River
43649,4,2662129,18010108000592,227319,Little North Fork Ten Mile River
43650,4,2544763,18010107000492,254616,Big Creek
43651,4,8295503,18010104000030,222969,Eden Creek
43652,6,8318069,18010102000236,229693,North Fork Mad River
43653,3,8297573,18010104000115,257104,Black Butte River
43654,4,2546323,18010107000368, , 
43655,4,8287724,18010106000736,236107,Tenmile Creek
43656,6,2705915,18010105000243,226868,Larabee Creek
43657,4,8285516,18010106000288,236433,Tom Long Creek
43658,6,8272665,18010110000057,267200,Russian River
43659,6,8318405,18010102000492,233527,Blue Slide Creek
43660,6,8268585,18010110000250,255040,Robinson Creek
43661,4,8306844,18010103000414,237867,Willits Creek
43662,4,2666027,18010108000054,239744,Brush Creek
43663,4,2703401,18010105000285,268665,Van Duzen River
43664,6,8271895,18010110000122,254619,Big Sulphur Creek
43665,7,8294879,18010104000746, , 
43666,4,8285026,18010106000676,223533,Fish Creek
43667,4,8287550,18010106000502,220279,Butler Creek
43668,3,8320125,18010102000201,217920,Mad River
43669,3,8308428,18010103000290,266231,Skeleton Creek
43670,4,2705607,18010105000298,268665,Van Duzen River
43671,4,2664737,18010108000420,228689,Mill Creek
43672,4,2709649,18010105001331,224168,Gill Creek
43673,3,8297495,18010104000109,257104,Black Butte River
43674,7,8310022,18010103001247, , 
43675,4,2665515,18010108000688,225083,Hayworth Creek
43676,6,8306718,18010103000064,251974,Eel River
43677,4,2705473,18010105000323,268665,Van Duzen River
43678,3,2706005,18010105000385,268665,Van Duzen River
43679,3,8305290,18010103000221,251974,Eel River
43680,4,2546399,18010107000137,228238,Mattole River
43681,3,8308212,18010103001079,267275,Smokehouse Creek
43682,4,2665009,18010108001133,236324,Three Springs Creek
43683,4,2705479,18010105000304,268665,Van Duzen River
43684,4,8316329,18010102000781, , 
43685,4,8280817,18010109000248,237594,Wheatfield Fork Gualala River
43686,6,2665203,18010108000140,234534,Rancheria Creek
43687,4,8316063,18010102000713, , 
43688,3,8294589,18010104000163,263526,Middle Fork Eel River
43689,3,8305338,18010103000726,237421,Wesley Ives Creek
43690,6,8296481,18010104000033,259846,Elk Creek
43691,4,8285366,18010106000170,233816,East Branch South Fork Eel River
43692,4,8287686,18010106000131,253918,South Fork Eel River
43693,3,8308170,18010103000240,258532,Cold Creek
43694,6,2705535,18010105000551,227293,Little Larabee Creek
43695,4,8316099,18010102000309,265348,Redwood Creek
43696,4,2702289,18010105001860, , 
43697,4,2705729,18010105000492,220290,Butte Creek
43698,6,8280721,18010109000061,231751,Rockpile Creek
43699,3,8308578,18010103000160,251974,Eel River
43700,4,2665617,18010108000421,228689,Mill Creek
43701,4,2708705,18010105000045,251974,Eel River
43702,4,2664761,18010108001143, , 
43703,4,2665065,18010108000093,223109,Elk Creek
43704,6,8270439,18010110000732, , 
43705,4,2544147,18010107000039,218873,Bear River
43706,4,8285466,18010106000447, , 
43707,6,8268489,18010110000167,267200,Russian River
43708,6,2664703,18010108000096,233960,Greenwood Creek
43709,6,2707085,18010105000600,232313,Salt Creek
43710,3,2705763,18010105000862, , 
43711,4,2702285,18010105000960, , 
43712,4,2709091,18010105000517,220899,Chamise Creek
43713,4,2709667,18010105000532,224168,Gill Creek
43714,6,8273181,18010110001348, , 
43715,4,8304602,18010103000012,234420,Outlet Creek
43716,4,8271017,18010110001404,223491,Fife Creek
43717,6,2664781,18010108000992,229684,North Fork Indian Creek
43718,4,8303420,18010103001111,227621,Long Valley Creek
