OBJECTID,Common_Name,Scientific_Name,FID,Presence_Type,Data_Source_Name,Data_Source_Path,Notes,Observation_Date,Collections,HUC_12
2468,California Coast fall Chinook salmon,Oncorhynchus tshawytscha,SOT04,Extant Range - Expert Opinion,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101040208
2469,California Coast fall Chinook salmon,Oncorhynchus tshawytscha,SOT04,Extant Range - Expert Opinion,"Moyle, Quinones and Bell",direct addition,,7/15/2013 9:58:29,"QC 2013, Best available knowledge 8/2013, QC Update 2017",180101040301
2470,California Coast fall Chinook salmon,Oncorhynchus tshawytscha,SOT04,Extant Range - Expert Opinion,"Moyle, Quinones and Bell",direct addition,Moyle 2008,6/18/2013 9:34:32,"QC 2013, Best available knowledge 8/2013, QC Update 2017",180101040302
2471,California Coast fall Chinook salmon,Oncorhynchus tshawytscha,SOT04,Extant Range - Expert Opinion,"Moyle, Quinones and Bell",direct addition,RQ opinion,7/15/2013 9:48:15,"QC 2013, Best available knowledge 8/2013, QC Update 2017",180101040303
2472,California Coast fall Chinook salmon,Oncorhynchus tshawytscha,SOT04,Extant Range - Expert Opinion,"Moyle, Quinones and Bell",direct addition,Moyle 2008,6/18/2013 9:34:32,"QC 2013, Best available knowledge 8/2013, QC Update 2017",180101040304
2473,California Coast fall Chinook salmon,Oncorhynchus tshawytscha,SOT04,Extant Range - Expert Opinion,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101040401
2474,California Coast fall Chinook salmon,Oncorhynchus tshawytscha,SOT04,Extant Range - Expert Opinion,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101040401
2475,California Coast fall Chinook salmon,Oncorhynchus tshawytscha,SOT04,Extant Range - Expert Opinion,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101040401
2476,California Coast fall Chinook salmon,Oncorhynchus tshawytscha,SOT04,Extant Range - Expert Opinion,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101040401
2477,California Coast fall Chinook salmon,Oncorhynchus tshawytscha,SOT04,Extant Range - Expert Opinion,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101040401
