OBJECTID,Common_Name,Scientific_Name,FID,Presence_Type,Data_Source_Name,Data_Source_Path,Notes,Observation_Date,Collections,HUC_12
605,Pacific lamprey,Entosphenus tridentata,PET01,Observed,"Moyle, Quinones and Bell",direct addition,RQ pers obs 2000s,7/2/2013 11:12:11,"QC 2013, Best available knowledge 8/2013, HUC 12 Update - Oct 2013",180101020605
606,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013, HUC 12 Update - Oct 2013",180101020605
607,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013, HUC 12 Update - Oct 2013",180101020605
608,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030101
609,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030102
610,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030102
611,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030103
612,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030103
613,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030204
614,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030205
615,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030205
616,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into Extant - a few missing HUCs,9/13/2012 12:24:08,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013",180101030205
617,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030301
618,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030301
619,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030302
620,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030302
621,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030401
622,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030401
623,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030402
624,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030402
625,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030403
626,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030403
627,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030404
628,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030404
629,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030405
630,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030405
631,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030406
632,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030406
633,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030501
634,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030501
635,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030501
636,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030501
637,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030501
638,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into Extant - a few missing HUCs,9/13/2012 12:24:08,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013",180101030501
639,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
640,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
641,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
642,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
643,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
644,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
645,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
646,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
647,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
648,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
649,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
650,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
651,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
652,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
653,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
654,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
655,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
656,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
657,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
658,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030502
659,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into Extant - a few missing HUCs,9/13/2012 12:24:08,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013",180101030502
660,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
661,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
662,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
663,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
664,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
665,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
666,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
667,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
668,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
669,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
670,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
671,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030503
672,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into Extant - a few missing HUCs,9/13/2012 12:24:08,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013",180101030503
673,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
674,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
675,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
676,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
677,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
678,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
679,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
680,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
681,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
682,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
683,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
684,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
685,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
686,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
687,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030504
688,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into Extant - a few missing HUCs,9/13/2012 12:24:08,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013",180101030504
689,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030505
690,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030505
691,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030505
692,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030505
693,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into Extant - a few missing HUCs,9/13/2012 12:24:08,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013",180101030505
694,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030506
695,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\Testbed\proc\observations.gdb\plppoly2cp,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101030506
696,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
697,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
698,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
699,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
700,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
701,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
702,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
703,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
704,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
705,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
